"","Yorf","WT1pre","WT2pre","WT3pre","WT1post","WT2post","WT3post","gene","desc"
"1817","YFR046C",435,342,229,433,378,449,"CNN1","Kinetochore protein; associated with the essential kinetochore proteins Nnf1p and Spc24p; phosphorylated by Clb5-Cdk1, Mps1p, Ipl1p and to a lesser extent by Clb2-Cdk1; localizes to the lower region of the Ndc80 complex during anaphase and regulates KMN activity by inhibiting the Mtw1 and Spc105 complexes from binding to the Ndc80 complex; similar to metazoan CENP-T"
"1818","YFR047C",1541,1050,725,1059,917,1158,"BNA6","Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p"
"1819","YFR048W",773,779,506,1082,883,1195,"RMD8","Cytosolic protein required for sporulation"
"1820","YFR049W",632,508,383,857,875,1093,"YMR31","Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase; recruits E3 subunit (Lpd1p) to the E1-E2 (Kgd1p, Kgd2p) core; has similarity to human mitochondrial ribosomal protein MRP-S36"
"1821","YFR050C",3885,2788,1981,2892,2309,3396,"PRE4","Beta 7 subunit of the 20S proteasome"
"1822","YFR051C",5659,6146,3603,4134,4210,4365,"RET2","Delta subunit of the coatomer complex (COPI); COPI coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER"
"1823","YFR052W",2877,2407,1602,2178,1874,2328,"RPN12","Subunit of the 19S regulatory particle of the 26S proteasome lid; synthetically lethal with RPT1, which is an ATPase component of the 19S regulatory particle; physically interacts with Nob1p and Rpn3p; protein abundance increases in response to DNA replication stress"
"1824","YFR053C",2163,2256,1697,96498,93832,95772,"HXK1","Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog, HXK2, that arose from the whole genome duplication"
"1825","YFR055W",1836,1592,925,2435,2050,2585,"IRC7","Beta-lyase involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3, GAT1-dependent manner and by copper levels in a Mac1-dependent manner"
"1826","YFR057W",2,2,3,1,8,4,"","Putative protein of unknown function"
"1827","YGL001C",2024,1640,1127,1481,1301,1680,"ERG26","C-3 sterol dehydrogenase; catalyzes the second of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; human homolog NSDHL implicated in CK syndrome, and can complement yeast null mutant; molecular target of natural product and antifungal compound FR171456"
"1828","YGL002W",644,506,317,810,554,909,"ERP6","Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; ERP6 has a paralog, ERP1, that arose from the whole genome duplication"
"1829","YGL003C",851,734,526,1580,1288,1740,"CDH1","Activator of anaphase-promoting complex/cyclosome (APC/C); antagonist of the spindle assembly checkpoint; directs ubiquitination of cyclins resulting in mitotic exit; targets the APC/C to specific substrates including: Cdc20p, Ase1p, Cin8p, Fin1p and Clb5p; partially active in metaphase, and fully active in anaphase; cell-cycle regulated"
"1830","YGL004C",744,558,399,726,583,724,"RPN14","Evolutionarily conserved 19S regulatory particle assembly-chaperone; proteasome-interacting protein involved in the assembly of the base subcomplex of the 19S proteasome regulatory particle (RP); null mutants accumulate ubiquitinated Gcn4p and display decreased 26S proteasome stability; interacts with Rpt5p"
"1831","YGL005C",1010,649,503,737,583,752,"COG7","Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments"
"1832","YGL006W",3173,2896,2231,8325,6758,8860,"PMC1","Vacuolar Ca2+ ATPase involved in depleting cytosol of Ca2+ ions; prevents growth inhibition by activation of calcineurin in the presence of elevated concentrations of calcium; similar to mammalian PMCA1a"
"1833","YGL006W-A",1,2,1,1,1,1,"","Putative protein of unknown function; identified by SAGE"
"1834","YGL007C-A",7,0,3,4,12,5,"","Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; deletion exhibits slow-growth phenotype; computationally predicted to have a role in cell budding"
"1835","YGL008C",257544,255302,145955,117431,103088,121023,"PMA1","Plasma membrane P2-type H+-ATPase; pumps protons out of cell; major regulator of cytoplasmic pH and plasma membrane potential; long-lived protein asymmetrically distributed at plasma membrane between mother cells and buds; accumulates at high levels in mother cells during aging, buds emerge with very low levels of Pma1p, newborn cells have low levels of Pma1p; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+]"
"1836","YGL009C",19342,20057,12909,18475,19215,22318,"LEU1","Isopropylmalate isomerase; catalyzes the second step in the leucine biosynthesis pathway"
"1837","YGL010W",387,308,224,476,431,576,"MPO1","Protein involved in metabolism of phytosphingosine; not an essential gene"
"1838","YGL011C",3712,2872,1994,2589,2206,3153,"SCL1","Alpha 1 subunit of the 20S proteasome; involved in the degradation of ubiquitinated substrates; 20S proteasome is the core complex of the 26S proteasome; essential for growth; detected in the mitochondria"
"1839","YGL012W",11362,9471,5993,4908,3973,4979,"ERG4","C-24(28) sterol reductase; catalyzes the final step in ergosterol biosynthesis; mutants are viable, but lack ergosterol"
"1840","YGL013C",2743,2675,1795,2666,2023,2742,"PDR1","Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog, PDR3, that arose from the whole genome duplication"
"1841","YGL014W",3470,4962,3042,2510,2115,2691,"PUF4","Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors"
"1842","YGL015C",16,17,21,1,7,6,"","Putative protein of unknown function; null mutants accumulate cargo in the Golgi"
"1843","YGL016W",3909,4172,2840,1369,1043,1632,"KAP122","Karyopherin beta; responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance"
"1844","YGL017W",641,577,382,822,806,981,"ATE1","Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway"
"1845","YGL018C",255,233,162,307,196,299,"JAC1","Specialized J-protein that functions in Fe-S cluster biogenesis; functions with Hsp70 in Fe-S cluster biogenesis in mitochondria; involved in iron metabolism; contains a J domain typical to J-type chaperones; localizes to the mitochondrial matrix"
"1846","YGL019W",3057,1925,1391,1852,1316,1788,"CKB1","Beta regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases"
"1847","YGL020C",1301,1060,577,606,425,571,"GET1","Subunit of the GET complex; involved in insertion of proteins into the ER membrane; required for the retrieval of HDEL proteins from the Golgi to the ER in an ERD2 dependent fashion and for normal mitochondrial morphology and inheritance"
"1848","YGL021W",1619,1738,1048,909,856,1061,"ALK1","Protein kinase; along with its paralog, ALK2, required for proper spindle positioning and nuclear segregation following mitotic arrest, proper organization of cell polarity factors in mitosis, proper localization of formins and polarity factors, and survival in cells that activate spindle assembly checkpoint; phosphorylated in response to DNA damage; ALK1 has a paralog, ALK2, that arose from the whole genome duplication; similar to mammalian haspins"
"1849","YGL022W",11849,12382,7110,8981,8135,9146,"STT3","Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis"
"1850","YGL023C",2143,2197,1321,1495,1277,1574,"PIB2","Protein of unknown function; contains FYVE domain; similar to Fab1 and Vps27"
"1851","YGL025C",725,631,403,905,762,953,"PGD1","Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor"
"1852","YGL026C",9893,11465,6333,6328,6460,7243,"TRP5","Tryptophan synthase; catalyzes the last step of tryptophan biosynthesis; regulated by the general control system of amino acid biosynthesis"
"1853","YGL027C",4117,4039,2631,2668,2224,2957,"CWH41","Processing alpha glucosidase I; ER type II integral membrane N-glycoprotein involved in assembly of cell wall beta 1,6 glucan and asparagine-linked protein glycosylation; also involved in ER protein quality control and sensing of ER stress"
"1854","YGL028C",1699,2056,1144,1498,1256,1352,"SCW11","Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on its regulation by Ste12p"
"1855","YGL029W",399,288,164,28,37,19,"CGR1","Protein involved in nucleolar integrity and processing of pre-rRNA; has a role in processing rRNA for the 60S ribosome subunit; transcript is induced in response to cytotoxic stress but not genotoxic stress; relocalizes from nucleus to nucleolus upon DNA replication stress"
"1856","YGL030W",29874,17811,13308,7662,4988,8409,"RPL30","Ribosomal 60S subunit protein L30; involved in pre-rRNA processing in the nucleolus; autoregulates splicing of its transcript; homologous to mammalian ribosomal protein L30, no bacterial homolog"
"1857","YGL031C",41131,32984,20807,11339,9504,10653,"RPL24A","Ribosomal 60S subunit protein L24A; not essential for translation but may be required for normal translation rate; homologous to mammalian ribosomal protein L24, no bacterial homolog; RPL24A has a paralog, RPL24B, that arose from the whole genome duplication"
"1858","YGL032C",227,180,140,127,107,135,"AGA2","Adhesion subunit of a-agglutinin of a-cells; C-terminal sequence acts as a ligand for alpha-agglutinin (Sag1p) during agglutination, modified with O-linked oligomannosyl chains, linked to anchorage subunit Aga1p via two disulfide bonds"
"1859","YGL033W",10,7,4,7,8,4,"HOP2","Meiosis-specific protein that localizes to chromosomes; prevents synapsis between nonhomologous chromosomes and ensures synapsis between homologs; complexes with Mnd1p to promote homolog pairing and meiotic double-strand break repair; heterodimer of Hop2p-Mnd1p stimulates the Dmc1p-mediated strand invasion"
"1860","YGL035C",999,1348,801,5370,3987,5201,"MIG1","Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase; regulates filamentous growth along with Mig2p in response to glucose depletion; activated in stochastic pulses of nuclear localization, shuttling between cytosol and nucleus depending on external glucose levels and its phosphorylation state"
