"","Yorf","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","desc"
"1664","YER156C",2389.85891846193,-0.103199027806516,0.0874703506431956,-1.17981724147283,0.23807291060993,0.598099027394525,"","Putative protein of unknown function; interacts with Hsp82p and copurifies with Ipl1p; expression is copper responsive and downregulated in strains deleted for MAC1, a copper-responsive transcription factor; similarity to mammalian MYG1"
"1665","YER157W",1440.25393285787,0.0798015734272497,0.0812460621692658,0.982220815342328,0.325991075007649,0.669787630823247,"COG3","Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments"
"1666","YER158C",212.014371179642,0.35820211183099,0.175363227308038,2.04262955996916,0.0410891226118375,0.287586977172312,"","Protein of unknown function; potentially phosphorylated by Cdc28p; YER158C has a paralog, AFR1, that arose from the whole genome duplication"
"1667","YER159C",412.246858542809,-0.130758641135777,0.139689803812402,-0.936064319421481,0.349240072520304,0.686208344627942,"BUR6","Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha; complex also includes Ncb2p; bur6 ncb2 double mutation is functionally complemented by coexpression of human DRAP1 and DR1, although the single bur6 mutation is not complemented by its ortholog DRAP1"
"1668","YER159C-A",14.9841373932574,-0.817567697978015,2.96347200156445,-0.275881701445605,NA,NA,"","Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"
"1669","YER160C",41196.9660665849,0.394565534726994,0.116545585008304,3.38550391847859,0.000710476951522472,0.0266257362384353,"","Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"
"1670","YER161C",720.312793298042,-0.203875433144713,0.119075351446347,-1.71215478827769,0.0868681468409853,0.407283442565931,"SPT2","Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components; relocalizes to the cytosol in response to hypoxia; similar to mammalian HMG1 proteins"
"1671","YER162C",418.538566142424,-0.0414566140694545,0.115956915452859,-0.357517392624231,0.720704507990087,0.893745369427678,"RAD4","Protein that recognizes and binds damaged DNA (with Rad23p) during NER; subunit of Nuclear Excision Repair Factor 2 (NEF2); also involved, with Rad23p, in turnover of ubiquitylated proteins; Rad4p-Rad23p heterodimer binds to promoters of DNA damage response genes to repress their transcription in the absence of DNA damage; NER stands for nucleotide excision repair"
"1672","YER163C",593.232666312029,-0.233684023532023,0.124299455800784,-1.88000842020218,0.060106930366275,0.344536982711327,"GCG1","Gamma-glutamyl cyclotransferase; cleaves the gamma-glutamyl bond of glutathione to yield 5-oxoproline and a Cys-Gly dipeptide; similar to mammalian pro-apoptotic protein ChaC1; expression of mouse ChaC1 in yeast increases apoptosis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; periodically expressed during the metabolic cycle"
"1673","YER164W",3665.95519507701,0.187140217923179,0.100666834008903,1.85900569701664,0.0630263308692473,0.352713781610185,"CHD1","Chromatin remodeler that regulates various aspects of transcription; acts in in conjunction with Isw1b to regulate chromatin structure and maintain chromatin integrity during transcription elongation by RNAP II by preventing trans-histone exchange over coding regions; contains a chromo domain, a helicase domain and a DNA-binding domain; component of both the SAGA and SLIK complexes"
"1674","YER165W",32848.1047208908,0.14944623031102,0.108008027234383,1.38365854962534,0.166463031282033,0.521059972342493,"PAB1","Poly(A) binding protein; part of the 3'-end RNA-processing complex, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G; stimulates, but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex"
"1675","YER166W",6245.61371864067,0.387655733510891,0.100715355693741,3.84902312900218,0.00011858981089132,0.00678333718298349,"DNF1","Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation, contributing to endocytosis, protein transport, and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog, DNF2, that arose from the whole genome duplication"
"1676","YER167W",1699.58909244042,0.18273304583238,0.120625639050884,1.5148773284865,0.12980347276507,0.47513142836859,"BCK2","Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations"
"1677","YER168C",1393.21383279235,0.0385599508957012,0.0837631788721268,0.460344884409975,0.645268688808643,0.862580579332391,"CCA1","ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus, cytosol, and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant"
"1678","YER169W",1032.52946022835,0.167274456876447,0.129061561358488,1.29608269972666,0.194946994599866,0.550091948828779,"RPH1","JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog, GIS1, that arose from the whole genome duplication"
"1679","YER170W",148.843189386979,-0.215671152961651,0.231976898233591,-0.929709615931147,0.352521454364735,0.687088085730978,"ADK2","Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background"
"1680","YER171W",1538.12692998514,0.166095665637694,0.0902609367990164,1.84017218885661,0.0657429616524254,0.355469904098786,"RAD3","5' to 3' DNA helicase; involved in nucleotide excision repair and transcription; subunit of RNA polII initiation factor TFIIH and of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress"
"1681","YER172C",4403.4982390239,0.228308731964638,0.12392831411073,1.84226448655345,0.0654364717784189,0.354872043556814,"BRR2","RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD"
"1682","YER173W",560.837913632124,-0.075899412125742,0.104140685808293,-0.728816134987443,0.466114140411964,0.763268916004909,"RAD24","Checkpoint protein; involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein"
"1683","YER174C",783.3248510736,0.00536100641898679,0.0906303492552015,0.0591524413515278,0.952830689573016,0.986037319965676,"GRX4","Glutathione-dependent oxidoreductase; hydroperoxide and superoxide-radical responsive; monothiol glutaredoxin subfamily member along with Grx3p and Grx5p; protects cells from oxidative damage; with Grx3p, binds to Aft1p in iron-replete conditions, promoting its dissociation from promoters; mutant has increased aneuploidy tolerance; transcription regulated by Yap5p; GRX4 has a paralog, GRX3, that arose from the whole genome duplication"
"1684","YER175C",439.008772096666,-0.0142369947143668,0.113876261660919,-0.125021620017341,0.900506434327591,0.969371834294903,"TMT1","Trans-aconitate methyltransferase; cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate, an intermediate of the leucine biosynthetic pathway, and trans-aconitate, which inhibits the citric acid cycle"
"1685","YER175W-A",28.3971497684396,-0.356050524119758,0.35967918160794,-0.989911405291905,0.322217424304304,NA,"","Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
"1686","YER176W",2473.92710317462,0.0461462242347242,0.0990630014279365,0.465827035013605,0.64133931203907,0.861020690148922,"ECM32","DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors, localized to polysomes"
"1687","YER177W",13815.3316511232,-0.0855829636822573,0.0719614101310585,-1.18928969744188,0.234325688071124,0.594725600061701,"BMH1","14-3-3 protein, major isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of exocytosis, vesicle transport, Ras/MAPK and rapamycin-sensitive signaling, aggresome formation, spindle position checkpoint; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; antiapoptotic gene similar to human 14-3-3; BMH1 has a paralog, BMH2, that arose from whole genome duplication"
"1688","YER178W",13036.812126859,0.0165616077048053,0.0699530439984209,0.236753209841435,0.81284825272506,0.934141987100319,"PDA1","E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix, often near the ERMES complex and near peroxisomes"
"1689","YER179W",71.8682592504872,-0.707660793718577,0.244798619556323,-2.89078751751604,0.00384277840606833,NA,"DMC1","Meiosis-specific recombinase required for double-strand break repair; also required for pairing between homologous chromosomes; required for the normal morphogenesis of synaptonemal complex; homolog of Rad51p and the bacterial RecA protein; binds ssDNA and dsDNA, forms helical filaments; stimulated by Rdh54p"
"1690","YER180C",222.711920725587,-0.0634705637409962,0.141778871016312,-0.447672938047967,0.654389255070386,0.868364154347369,"ISC10","Protein required for sporulation; transcript is induced 7.5 hours after induction of meiosis, expected to play significant role in the formation of reproductive cells"
"1691","YER180C-A",62.1972397434455,0.0278566675339685,0.2699336003274,0.103198221711492,0.917805651246385,NA,"SLO1","Protein interacting with Arl3p; Arl3p is a GTPase of the Ras superfamily involved in vesicle-tethering at the Golgi; putative ortholog of human SCOCO"
"1692","YER182W",363.529053979034,-0.21212058272168,0.145122964611538,-1.46166103545004,0.143834119748628,0.493742644797247,"FMP10","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"1693","YER183C",437.893563497709,-0.123089099345532,0.134070393182042,-0.918093073527434,0.358570140787581,0.691197943800029,"FAU1","5,10-methenyltetrahydrofolate synthetase; involved in folic acid biosynthesis"
"1694","YER184C",892.551604146037,-0.236841739185108,0.122407583744153,-1.93486164778922,0.053007275623628,0.326948394709188,"TOG1","Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white, and prevents growth on glycerol or lactate as sole carbon source"
